Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Unit Price                                                          USD,Minimum Quantity,Packaging,Series,Part Status,Capacitance,Tolerance,Voltage - Rated,Type,ESR (Equivalent Series Resistance),Operating Temperature,Lifetime @ Temp.,Mounting Type,Package / Case,Size / Dimension,Height - Seated (Max),Lead Spacing,Manufacturer Size Code,Ratings,Features,Failure Rate
399-10451-1-ND,T491A155K035AT,KEMET,CAP TANT 1.5UF 35V 10% 1206,"1,825 - Immediate",$0.64000,1,Cut Tape (CT) Alternate Packaging,T491,Active,1.5µF,±10%,35V,Molded,7 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-3741-1-ND,T491C225M025AT,KEMET,CAP TANT 2.2UF 25V 20% 2312,"1,018 - Immediate",$0.64000,1,Cut Tape (CT) Alternate Packaging,T491,Active,2.2µF,±20%,25V,Molded,3.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-4973-1-ND,T495B106K020ATE1K0,KEMET,CAP TANT 10UF 20V 10% 1411,"11,659 - Immediate",$1.81000,1,Cut Tape (CT) Alternate Packaging,T495,Active,10µF,±10%,20V,Molded,1 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-11068-1-ND,T495B106K016ATE800,KEMET,CAP TANT 10UF 16V 10% 1411,"9,297 - Immediate",$1.81000,1,Cut Tape (CT) Alternate Packaging,T495,Active,10µF,±10%,16V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-5190-1-ND,T495B226K016ATE600,KEMET,CAP TANT 22UF 16V 10% 1411,"5,843 - Immediate",$1.81000,1,Cut Tape (CT) Alternate Packaging,T495,Active,22µF,±10%,16V,Molded,600 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-4969-1-ND,T495B156K016ATE800,KEMET,CAP TANT 15UF 16V 10% 1411,"3,915 - Immediate",$1.81000,1,Cut Tape (CT) Alternate Packaging,T495,Active,15µF,±10%,16V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-4976-1-ND,T495B225K035ATE1K5,KEMET,CAP TANT 2.2UF 35V 10% 1411,"3,430 - Immediate",$1.81000,1,Cut Tape (CT) Alternate Packaging,T495,Active,2.2µF,±10%,35V,Molded,1.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-10447-1-ND,T491A225K035AT,KEMET,CAP TANT 2.2UF 35V 10% 1206,"2,870 - Immediate",$0.65000,1,Cut Tape (CT) Alternate Packaging,T491,Active,2.2µF,±10%,35V,Molded,4.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-3882-1-ND,T495D336K025ATE300,KEMET,CAP TANT 33UF 25V 10% 2917,"17,571 - Immediate",$1.70000,1,Cut Tape (CT) Alternate Packaging,T495,Active,33µF,±10%,25V,Molded,300 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-11089-1-ND,T495D336K025ATE230,KEMET,CAP TANT 33UF 25V 10% 2917,"1,753 - Immediate",$1.70000,1,Cut Tape (CT) Alternate Packaging,T495,Active,33µF,±10%,25V,Molded,230 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-3846-1-ND,T494C226K025AT,KEMET,CAP TANT 22UF 25V 10% 2312,"16,128 - Immediate",$1.71000,1,Cut Tape (CT) Alternate Packaging,T494,Active,22µF,±10%,25V,Molded,1 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-5132-1-ND,T495D156K025ATE100,KEMET,CAP TANT 15UF 25V 10% 2917,"10,759 - Immediate",$1.71000,1,Cut Tape (CT) Alternate Packaging,T495,Active,15µF,±10%,25V,Molded,100 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-10293-1-ND,T495D106K035ATE250,KEMET,CAP TANT 10UF 35V 10% 2917,"3,869 - Immediate",$1.71000,1,Cut Tape (CT) Alternate Packaging,T495,Active,10µF,±10%,35V,Molded,250 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-10294-1-ND,T495D226K035ATE250,KEMET,CAP TANT 22UF 35V 10% 2917,"1,862 - Immediate",$1.71000,1,Cut Tape (CT) Alternate Packaging,T495,Active,22µF,±10%,35V,Molded,250 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-10163-1-ND,T491C155M035AT,KEMET,CAP TANT 1.5UF 35V 20% 2312,"1,435 - Immediate",$0.67000,1,Cut Tape (CT) Alternate Packaging,T491,Active,1.5µF,±20%,35V,Molded,4.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-8499-1-ND,T495D107K016ATE125,KEMET,CAP TANT 100UF 16V 10% 2917,"45,369 - Immediate",$1.72000,1,Cut Tape (CT) Alternate Packaging,T495,Active,100µF,±10%,16V,Molded,125 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-11083-1-ND,T495D107K016ATE150,KEMET,CAP TANT 100UF 16V 10% 2917,"14,071 - Immediate",$1.72000,1,Cut Tape (CT) Alternate Packaging,T495,Active,100µF,±10%,16V,Molded,150 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-3885-1-ND,T495D476K020ATE175,KEMET,CAP TANT 47UF 20V 10% 2917,"29,340 - Immediate",$1.73000,1,Cut Tape (CT) Alternate Packaging,T495,Active,47µF,±10%,20V,Molded,175 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-10416-1-ND,T495D476K020ATE150,KEMET,CAP TANT 47UF 20V 10% 2917,"3,511 - Immediate",$1.73000,1,Cut Tape (CT) Alternate Packaging,T495,Active,47µF,±10%,20V,Molded,150 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-3785-1-ND,T491D335M050AT,KEMET,CAP TANT 3.3UF 50V 20% 2917,"12,906 - Immediate",$1.74000,1,Cut Tape (CT) Alternate Packaging,T491,Active,3.3µF,±20%,50V,Molded,2 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8381-1-ND,T491D335K050AT,KEMET,CAP TANT 3.3UF 50V 10% 2917,"9,723 - Immediate",$1.74000,1,Cut Tape (CT) Alternate Packaging,T491,Active,3.3µF,±10%,50V,Molded,1.6 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-5282-1-ND,T494T336K010AT,KEMET,CAP TANT 33UF 10V 10% 1411,"6,329 - Immediate",$1.90000,1,Cut Tape (CT) Alternate Packaging,T494,Active,33µF,±10%,10V,Molded,3.75 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.047"" (1.20mm)",-,T,-,General Purpose,-
399-11063-1-ND,T495A105K025ATE4K0,KEMET,CAP TANT 1UF 25V 10% 1206,"3,671 - Immediate",$1.90000,1,Cut Tape (CT) Alternate Packaging,T495,Active,1µF,±10%,25V,Molded,4 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-10443-1-ND,T491A335K025AT,KEMET,CAP TANT 3.3UF 25V 10% 1206,"1,434 - Immediate",$0.68000,1,Cut Tape (CT) Alternate Packaging,T491,Active,3.3µF,±10%,25V,Molded,7 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-10286-1-ND,T495B107K006ATE400,KEMET,CAP TANT 100UF 6.3V 10% 1411,"4,128 - Immediate",$1.91000,1,Cut Tape (CT) Alternate Packaging,T495,Active,100µF,±10%,6.3V,Molded,400 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-11392-1-ND,T495C107K016ATE200,KEMET,CAP TANT 100UF 16V 10% 2312,"27,453 - Immediate",$1.76000,1,Cut Tape (CT) Alternate Packaging,T495,Active,100µF,±10%,16V,Molded,-,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-4760-1-ND,T498A685K016ATE2K6,KEMET,CAP TANT 6.8UF 16V 10% 1206,"2,774 - Immediate",$0.69000,1,Cut Tape (CT) Alternate Packaging,T498,Active,6.8µF,±10%,16V,Molded,2.6 Ohm,-55°C ~ 150°C,2000 Hrs @ 150°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.063"" (1.60mm)",-,A,AEC-Q200,General Purpose,-
399-3890-1-ND,T495D686K020ATE150,KEMET,CAP TANT 68UF 20V 10% 2917,"19,053 - Immediate",$1.78000,1,Cut Tape (CT) Alternate Packaging,T495,Active,68µF,±10%,20V,Molded,150 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-11095-1-ND,T495D686K020ATE300,KEMET,CAP TANT 68UF 20V 10% 2917,"8,788 - Immediate",$1.78000,1,Cut Tape (CT) Alternate Packaging,T495,Active,68µF,±10%,20V,Molded,300 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8506-1-ND,T495D157K010ATE100,KEMET,CAP TANT 150UF 10V 10% 2917,"47,073 - Immediate",$1.80000,1,Cut Tape (CT) Alternate Packaging,T495,Active,150µF,±10%,10V,Molded,100 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-9936-1-ND,T350E106K025AT7301,KEMET,CAP TANT 10UF 25V 10% RADIAL,"14,446 - Immediate",$1.84000,1,Cut Tape (CT) Alternate Packaging,"T350, UltraDip II",Active,10µF,±10%,25V,Conformal Coated,2.5 Ohm,-55°C ~ 125°C,-,Through Hole,"Radial, Disc","0.217"" Dia (5.50mm)","0.350"" (8.90mm)","0.100"" (2.54mm)",E,-,General Purpose,-
399-10145-1-ND,T491B335K035AT,KEMET,CAP TANT 3.3UF 35V 10% 1411,"1,803 - Immediate",$0.71000,1,Cut Tape (CT) Alternate Packaging,T491,Active,3.3µF,±10%,35V,Molded,3.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-10194-1-ND,T491D476K020AH,KEMET,CAP TANT 47UF 20V 10% 2917,"1,553 - Immediate",$1.83000,1,Cut Tape (CT) Alternate Packaging,T491,Active,47µF,±10%,20V,Molded,700 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.110"" (2.80mm)",-,D,-,General Purpose,-
399-5214-1-ND,T491C107K016AT,KEMET,CAP TANT 100UF 16V 10% 2312,"150,178 - Immediate",$1.84000,1,Cut Tape (CT) Alternate Packaging,T491,Active,100µF,±10%,16V,Molded,1 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-8514-1-ND,T495D227K006ATE100,KEMET,CAP TANT 220UF 6.3V 10% 2917,"4,568 - Immediate",$1.84000,1,Cut Tape (CT) Alternate Packaging,T495,Active,220µF,±10%,6.3V,Molded,100 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8502-1-ND,T495D107M016ATE125,KEMET,CAP TANT 100UF 16V 20% 2917,"3,173 - Immediate",$1.84000,1,Cut Tape (CT) Alternate Packaging,T495,Active,100µF,±20%,16V,Molded,125 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-10223-1-ND,T494A225M016AT,KEMET,CAP TANT 2.2UF 16V 20% 1206,"1,328 - Immediate",$0.73000,1,Cut Tape (CT) Alternate Packaging,T494,Active,2.2µF,±20%,16V,Molded,4 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-8429-1-ND,T494A105M016AT,KEMET,CAP TANT 1UF 16V 20% 1206,"1,265 - Immediate",$0.73000,1,Cut Tape (CT) Alternate Packaging,T494,Active,1µF,±20%,16V,Molded,6 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-3762-1-ND,T491C685M025AT,KEMET,CAP TANT 6.8UF 25V 20% 2312,"1,104 - Immediate",$0.73000,1,Cut Tape (CT) Alternate Packaging,T491,Active,6.8µF,±20%,25V,Molded,1.9 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3777-1-ND,T491D157K016AT,KEMET,CAP TANT 150UF 16V 10% 2917,"2,769 - Immediate",$1.89000,1,Cut Tape (CT) Alternate Packaging,T491,Active,150µF,±10%,16V,Molded,700 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-11373-1-ND,T356G106M035AT7301,KEMET,CAP TANT 10UF 35V 20% RADIAL,"2,475 - Immediate",$2.05000,1,Cut Tape (CT) Alternate Packaging,"T356, UltraDip II",Active,10µF,±20%,35V,Conformal Coated,-,-55°C ~ 125°C,-,Through Hole,"Radial, Disc","0.248"" Dia (6.30mm)","0.449"" (11.40mm)","0.200"" (5.08mm)",G,-,General Purpose,-
399-3800-1-ND,T491D685M050AT,KEMET,CAP TANT 6.8UF 50V 20% 2917,"3,487 - Immediate",$1.89000,1,Cut Tape (CT) Alternate Packaging,T491,Active,6.8µF,±20%,50V,Molded,1 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8349-1-ND,T491C335K035AT,KEMET,CAP TANT 3.3UF 35V 10% 2312,"1,420 - Immediate",$0.74000,1,Cut Tape (CT) Alternate Packaging,T491,Active,3.3µF,±10%,35V,Molded,2.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3803-1-ND,T491D686K020AT,KEMET,CAP TANT 68UF 20V 10% 2917,"21,939 - Immediate",$1.90000,1,Cut Tape (CT) Alternate Packaging,T491,Active,68µF,±10%,20V,Molded,700 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-10174-1-ND,T491C475M016AT,KEMET,CAP TANT 4.7UF 16V 20% 2312,"1,716 - Immediate",$0.75000,1,Cut Tape (CT) Alternate Packaging,T491,Active,4.7µF,±20%,16V,Molded,2.4 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-8354-1-ND,T491C475M020AT,KEMET,CAP TANT 4.7UF 20V 20% 2312,"1,117 - Immediate",$0.75000,1,Cut Tape (CT) Alternate Packaging,T491,Active,4.7µF,±20%,20V,Molded,2.4 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-8511-1-ND,T495D226K035ATE200,KEMET,CAP TANT 22UF 35V 10% 2917,"9,496 - Immediate",$1.94000,1,Cut Tape (CT) Alternate Packaging,T495,Active,22µF,±10%,35V,Molded,200 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8512-1-ND,T495D226M035ATE200,KEMET,CAP TANT 22UF 35V 20% 2917,"4,304 - Immediate",$1.94000,1,Cut Tape (CT) Alternate Packaging,T495,Active,22µF,±20%,35V,Molded,200 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-8498-1-ND,T495D107K016AHE125,KEMET,CAP TANT 100UF 16V 10% 2917,"2,757 - Immediate",$1.94000,1,Cut Tape (CT) Alternate Packaging,T495,Active,100µF,±10%,16V,Molded,125 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-5055-1-ND,T499A105K025ATE8K0,KEMET,CAP TANT 1UF 25V 10% 1206,"1,805 - Immediate",$0.76000,1,Cut Tape (CT) Alternate Packaging,T499,Active,1µF,±10%,25V,Molded,8 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,AEC-Q200,General Purpose,-
399-8437-1-ND,T494A225K020AT,KEMET,CAP TANT 2.2UF 20V 10% 1206,"1,034 - Immediate",$0.76000,1,Cut Tape (CT) Alternate Packaging,T494,Active,2.2µF,±10%,20V,Molded,4 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-9767-1-ND,T495D107K016ATE100,KEMET,CAP TANT 100UF 16V 10% 2917,"12,484 - Immediate",$1.95000,1,Cut Tape (CT) Alternate Packaging,T495,Active,100µF,±10%,16V,Molded,100 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-4784-1-ND,T495D476K020ATE100,KEMET,CAP TANT 47UF 20V 10% 2917,"28,572 - Immediate",$1.96000,1,Cut Tape (CT) Alternate Packaging,T495,Active,47µF,±10%,20V,Molded,100 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-11366-1-ND,T350G106K035AT7301,KEMET,CAP TANT 10UF 35V 10% RADIAL,"6,470 - Immediate",$1.99000,1,Cut Tape (CT) Alternate Packaging,"T350, UltraDip II",Active,10µF,±10%,35V,Conformal Coated,2 Ohm,-55°C ~ 125°C,-,Through Hole,"Radial, Disc","0.248"" Dia (6.30mm)","0.402"" (10.20mm)","0.100"" (2.54mm)",G,-,General Purpose,-
399-3748-1-ND,T491C227M006AT,KEMET,CAP TANT 220UF 6.3V 20% 2312,"3,760 - Immediate",$1.97000,1,Cut Tape (CT) Alternate Packaging,T491,Active,220µF,±20%,6.3V,Molded,1.2 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-10397-1-ND,T495D106K035AHE300,KEMET,CAP TANT 10UF 35V 10% 2917,"3,223 - Immediate",$1.98000,1,Cut Tape (CT) Alternate Packaging,T495,Active,10µF,±10%,35V,Molded,300 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
399-5002-1-ND,T499C686K006ATE1K2,KEMET,CAP TANT 68UF 6.3V 10% 2312,"4,477 - Immediate",$1.99000,1,Cut Tape (CT) Alternate Packaging,T499,Active,68µF,±10%,6.3V,Molded,1.2 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,AEC-Q200,General Purpose,-
399-10403-1-ND,T495D336K020ATE100,KEMET,CAP TANT 33UF 20V 10% 2917,"4,500 - Immediate",$1.94000,1,Cut Tape (CT) Alternate Packaging,T495,Active,33µF,±10%,20V,Molded,100 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,-,General Purpose,-
