Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Unit Price                                                          USD,Minimum Quantity,Packaging,Series,Part Status,Capacitance,Tolerance,Voltage - Rated,Type,ESR (Equivalent Series Resistance),Operating Temperature,Lifetime @ Temp.,Mounting Type,Package / Case,Size / Dimension,Height - Seated (Max),Lead Spacing,Manufacturer Size Code,Ratings,Features,Failure Rate
399-3730-1-ND,T491C105K050AT,KEMET,CAP TANT 1UF 50V 10% 2312,"32,128 - Immediate",$0.79000,1,Cut Tape (CT) Alternate Packaging,T491,Active,1µF,±10%,50V,Molded,5.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-8330-1-ND,T491C105M050AT,KEMET,CAP TANT 1UF 50V 20% 2312,"19,334 - Immediate",$0.79000,1,Cut Tape (CT) Alternate Packaging,T491,Active,1µF,±20%,50V,Molded,4.8 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-10168-1-ND,T491C336K006AT,KEMET,CAP TANT 33UF 6.3V 10% 2312,"2,054 - Immediate",$0.79000,1,Cut Tape (CT) Alternate Packaging,T491,Active,33µF,±10%,6.3V,Molded,1.6 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3750-1-ND,T491C336K016AT,KEMET,CAP TANT 33UF 16V 10% 2312,"48,813 - Immediate",$0.66000,1,Cut Tape (CT) Alternate Packaging,T491,Active,33µF,±10%,16V,Molded,1.2 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-8346-1-ND,T491C226M020AT,KEMET,CAP TANT 22UF 20V 20% 2312,"21,503 - Immediate",$0.66000,1,Cut Tape (CT) Alternate Packaging,T491,Active,22µF,±20%,20V,Molded,1.2 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-8353-1-ND,T491C336M016AT,KEMET,CAP TANT 33UF 16V 20% 2312,"1,945 - Immediate",$0.66000,1,Cut Tape (CT) Alternate Packaging,T491,Active,33µF,±20%,16V,Molded,1.2 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3764-1-ND,T491C686K006AT,KEMET,CAP TANT 68UF 6.3V 10% 2312,"32,340 - Immediate",$0.66000,1,Cut Tape (CT) Alternate Packaging,T491,Active,68µF,±10%,6.3V,Molded,1.2 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-10225-1-ND,T494A475M020AT,KEMET,CAP TANT 4.7UF 20V 20% 1206,"11,220 - Immediate",$0.88000,1,Cut Tape (CT) Alternate Packaging,T494,Active,4.7µF,±20%,20V,Molded,3 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-10227-1-ND,T494B105K025AT,KEMET,CAP TANT 1UF 25V 10% 1411,"6,023 - Immediate",$0.87000,1,Cut Tape (CT) Alternate Packaging,T494,Active,1µF,±10%,25V,Molded,2 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-10229-1-ND,T494B106K006AT,KEMET,CAP TANT 10UF 6.3V 10% 1411,"2,598 - Immediate",$0.87000,1,Cut Tape (CT) Alternate Packaging,T494,Active,10µF,±10%,6.3V,Molded,1 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-11358-1-ND,T350A105K035AT7301,KEMET,CAP TANT 1UF 35V 10% RADIAL,"3,710 - Immediate",$0.86000,1,Cut Tape (CT) Alternate Packaging,"T350, UltraDip II",Active,1µF,±10%,35V,Conformal Coated,8 Ohm,-55°C ~ 125°C,-,Through Hole,"Radial, Disc","0.177"" Dia (4.50mm)","0.280"" (7.10mm)","0.100"" (2.54mm)",A,-,General Purpose,-
399-3745-1-ND,T491C226K020AT,KEMET,CAP TANT 22UF 20V 10% 2312,"8,913 - Immediate",$0.70000,1,Cut Tape (CT) Alternate Packaging,T491,Active,22µF,±10%,20V,Molded,1.2 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-4993-1-ND,T499B106K006ATE3K5,KEMET,CAP TANT 10UF 6.3V 10% 1411,"13,684 - Immediate",$0.85000,1,Cut Tape (CT) Alternate Packaging,T499,Active,10µF,±10%,6.3V,Molded,3.5 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,AEC-Q200,General Purpose,-
399-5046-1-ND,T499B475K020ATE3K5,KEMET,CAP TANT 4.7UF 20V 10% 1411,"5,901 - Immediate",$0.85000,1,Cut Tape (CT) Alternate Packaging,T499,Active,4.7µF,±10%,20V,Molded,3.5 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,AEC-Q200,General Purpose,-
399-5013-1-ND,T499B106K010ATE3K5,KEMET,CAP TANT 10UF 10V 10% 1411,"4,011 - Immediate",$0.85000,1,Cut Tape (CT) Alternate Packaging,T499,Active,10µF,±10%,10V,Molded,3.5 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,AEC-Q200,General Purpose,-
399-5030-1-ND,T499B475K016ATE6K0,KEMET,CAP TANT 4.7UF 16V 10% 1411,"2,912 - Immediate",$0.85000,1,Cut Tape (CT) Alternate Packaging,T499,Active,4.7µF,±10%,16V,Molded,6 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,AEC-Q200,General Purpose,-
399-5045-1-ND,T499B335K020ATE3K5,KEMET,CAP TANT 3.3UF 20V 10% 1411,"3,569 - Immediate",$0.85000,1,Cut Tape (CT) Alternate Packaging,T499,Active,3.3µF,±10%,20V,Molded,3.5 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,AEC-Q200,General Purpose,-
399-5073-1-ND,T499B105K035ATE5K0,KEMET,CAP TANT 1UF 35V 10% 1411,"3,725 - Immediate",$0.85000,1,Cut Tape (CT) Alternate Packaging,T499,Active,1µF,±10%,35V,Molded,5 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,AEC-Q200,General Purpose,-
399-8431-1-ND,T494A106K010AT,KEMET,CAP TANT 10UF 10V 10% 1206,"6,876 - Immediate",$0.85000,1,Cut Tape (CT) Alternate Packaging,T494,Active,10µF,±10%,10V,Molded,1.8 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-9758-1-ND,T494A475K020AT,KEMET,CAP TANT 4.7UF 20V 10% 1206,"4,008 - Immediate",$0.85000,1,Cut Tape (CT) Alternate Packaging,T494,Active,4.7µF,±10%,20V,Molded,3 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-10226-1-ND,T494A685K016AT,KEMET,CAP TANT 6.8UF 16V 10% 1206,"3,120 - Immediate",$0.85000,1,Cut Tape (CT) Alternate Packaging,T494,Active,6.8µF,±10%,16V,Molded,3 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-10521-1-ND,T495C226K006ATE380,KEMET,CAP TANT 22UF 6.3V 10% 2312,"11,714 - Immediate",$0.76000,1,Cut Tape (CT) Alternate Packaging,T495,Active,22µF,±10%,6.3V,Molded,380 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-10233-1-ND,T494B226M006AT,KEMET,CAP TANT 22UF 6.3V 20% 1411,"5,337 - Immediate",$0.87000,1,Cut Tape (CT) Alternate Packaging,T494,Active,22µF,±20%,6.3V,Molded,600 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-10177-1-ND,T491C476M006AT,KEMET,CAP TANT 47UF 6.3V 20% 2312,"2,177 - Immediate",$0.73000,1,Cut Tape (CT) Alternate Packaging,T491,Active,47µF,±20%,6.3V,Molded,1.6 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3824-1-ND,T494A106M016AT,KEMET,CAP TANT 10UF 16V 20% 1206,"78,536 - Immediate",$0.88000,1,Cut Tape (CT) Alternate Packaging,T494,Active,10µF,±20%,16V,Molded,3 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-4636-1-ND,T494A475M025AT,KEMET,CAP TANT 4.7UF 25V 20% 1206,"4,482 - Immediate",$0.88000,1,Cut Tape (CT) Alternate Packaging,T494,Active,4.7µF,±20%,25V,Molded,3 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-3756-1-ND,T491C476K006AT,KEMET,CAP TANT 47UF 6.3V 10% 2312,"24,701 - Immediate",$0.74000,1,Cut Tape (CT) Alternate Packaging,T491,Active,47µF,±10%,6.3V,Molded,1.6 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-11974-1-ND,T490A107M004ATE500,KEMET,CAP TAN 100UF 20% 4V 3216-18,"5,304 - Immediate",$0.89000,1,Cut Tape (CT) Alternate Packaging,T490,Active,100µF,±20%,4V,Molded,500 mOhm,-55°C ~ 40°C,1000 Hrs @ 85°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-3749-1-ND,T491C335M035AT,KEMET,CAP TANT 3.3UF 35V 20% 2312,"18,592 - Immediate",$0.74000,1,Cut Tape (CT) Alternate Packaging,T491,Active,3.3µF,±20%,35V,Molded,2.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3758-1-ND,T491C476M010AT,KEMET,CAP TANT 47UF 10V 20% 2312,"22,611 - Immediate",$0.79000,1,Cut Tape (CT) Alternate Packaging,T491,Active,47µF,±20%,10V,Molded,1.2 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-5157-1-ND,T494A106M020AT,KEMET,CAP TANT 10UF 20V 20% 1206,"19,943 - Immediate",$0.94000,1,Cut Tape (CT) Alternate Packaging,T494,Active,10µF,±20%,20V,Molded,3 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-8444-1-ND,T494B106K010AT,KEMET,CAP TANT 10UF 10V 10% 1411,"11,226 - Immediate",$0.94000,1,Cut Tape (CT) Alternate Packaging,T494,Active,10µF,±10%,10V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-3827-1-ND,T494A226M010AT,KEMET,CAP TANT 22UF 10V 20% 1206,"7,264 - Immediate",$0.94000,1,Cut Tape (CT) Alternate Packaging,T494,Active,22µF,±20%,10V,Molded,4.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-3838-1-ND,T494B475K010AT,KEMET,CAP TANT 4.7UF 10V 10% 1411,"8,825 - Immediate",$0.94000,1,Cut Tape (CT) Alternate Packaging,T494,Active,4.7µF,±10%,10V,Molded,1.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-8453-1-ND,T494B475K016AT,KEMET,CAP TANT 4.7UF 16V 10% 1411,"3,867 - Immediate",$0.94000,1,Cut Tape (CT) Alternate Packaging,T494,Active,4.7µF,±10%,16V,Molded,1.5 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-8454-1-ND,T494B475K020AT,KEMET,CAP TANT 4.7UF 20V 10% 1411,"3,819 - Immediate",$0.94000,1,Cut Tape (CT) Alternate Packaging,T494,Active,4.7µF,±10%,20V,Molded,1 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-10221-1-ND,T494A106K010AH,KEMET,CAP TANT 10UF 10V 10% 1206,"3,878 - Immediate",$0.94000,1,Cut Tape (CT) Alternate Packaging,T494,Active,10µF,±10%,10V,Molded,1.8 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-3757-1-ND,T491C476K010AT,KEMET,CAP TANT 47UF 10V 10% 2312,"13,577 - Immediate",$0.80000,1,Cut Tape (CT) Alternate Packaging,T491,Active,47µF,±10%,10V,Molded,1.2 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-9756-1-ND,T494A106K016AT,KEMET,CAP TANT 10UF 16V 10% 1206,"2,863 - Immediate",$0.91000,1,Cut Tape (CT) Alternate Packaging,T494,Active,10µF,±10%,16V,Molded,3 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-10228-1-ND,T494B105M035AT,KEMET,CAP TANT 1UF 35V 20% 1411,"4,722 - Immediate",$0.91000,1,Cut Tape (CT) Alternate Packaging,T494,Active,1µF,±20%,35V,Molded,2 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-10240-1-ND,T494B685M016AT,KEMET,CAP TANT 6.8UF 16V 20% 1411,"4,275 - Immediate",$0.91000,1,Cut Tape (CT) Alternate Packaging,T494,Active,6.8µF,±20%,16V,Molded,1.2 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-5034-1-ND,T499B106K016ATE3K5,KEMET,CAP TANT 10UF 16V 10% 1411,"10,171 - Immediate",$0.94000,1,Cut Tape (CT) Alternate Packaging,T499,Active,10µF,±10%,16V,Molded,3.5 Ohm,-55°C ~ 175°C,2000 Hrs @ 175°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,AEC-Q200,General Purpose,-
399-3763-1-ND,T491C685M035AT,KEMET,CAP TANT 6.8UF 35V 20% 2312,"5,678 - Immediate",$0.81000,1,Cut Tape (CT) Alternate Packaging,T491,Active,6.8µF,±20%,35V,Molded,1.8 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-8446-1-ND,T494B106M016AT,KEMET,CAP TANT 10UF 16V 20% 1411,"6,983 - Immediate",$0.97000,1,Cut Tape (CT) Alternate Packaging,T494,Active,10µF,±20%,16V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-8433-1-ND,T494A106M016AH,KEMET,CAP TANT 10UF 16V 20% 1206,"2,152 - Immediate",$0.97000,1,Cut Tape (CT) Alternate Packaging,T494,Active,10µF,±20%,16V,Molded,3 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-9766-1-ND,T495B336K010ATE450,KEMET,CAP TANT 33UF 10V 10% 1411,"3,027 - Immediate",$0.97000,1,Cut Tape (CT) Alternate Packaging,T495,Active,33µF,±10%,10V,Molded,450 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-11977-1-ND,T490T476M006ATE800,KEMET,CAP TAN 46UF 20% 6V 3528-12,"5,000 - Immediate",$0.99000,1,Cut Tape (CT) Alternate Packaging,T490,Active,47µF,±20%,6.3V,Molded,800 mOhm,-55°C ~ 40°C,1000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.047"" (1.20mm)",-,T,-,General Purpose,-
399-10431-1-ND,T491B475K035AT,KEMET,CAP TANT 4.7UF 35V 10% 1411,"9,229 - Immediate",$0.99000,1,Cut Tape (CT) Alternate Packaging,T491,Active,4.7µF,±10%,35V,Molded,3 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-8426-1-ND,T494A104K050AT,KEMET,CAP TANT 0.1UF 50V 10% 1206,"3,459 - Immediate",$1.00000,1,Cut Tape (CT) Alternate Packaging,T494,Active,0.1µF,±10%,50V,Molded,10 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,-,General Purpose,-
399-8355-1-ND,T491C475M035AT,KEMET,CAP TANT 4.7UF 35V 20% 2312,"7,750 - Immediate",$0.85000,1,Cut Tape (CT) Alternate Packaging,T491,Active,4.7µF,±20%,35V,Molded,2.2 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-8356-1-ND,T491C476K016AT,KEMET,CAP TANT 47UF 16V 10% 2312,"11,061 - Immediate",$0.86000,1,Cut Tape (CT) Alternate Packaging,T491,Active,47µF,±10%,16V,Molded,1.2 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-9739-1-ND,T491C476M016AT,KEMET,CAP TANT 47UF 16V 20% 2312,"6,397 - Immediate",$0.86000,1,Cut Tape (CT) Alternate Packaging,T491,Active,47µF,±20%,16V,Molded,1.2 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-3830-1-ND,T494B106K016AT,KEMET,CAP TANT 10UF 16V 10% 1411,"21,142 - Immediate",$1.02000,1,Cut Tape (CT) Alternate Packaging,T494,Active,10µF,±10%,16V,Molded,800 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-8449-1-ND,T494B225K025AT,KEMET,CAP TANT 2.2UF 25V 10% 1411,"1,506 - Immediate",$1.02000,1,Cut Tape (CT) Alternate Packaging,T494,Active,2.2µF,±10%,25V,Molded,1.2 Ohm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-10232-1-ND,T494B226K006AT,KEMET,CAP TANT 22UF 6.3V 10% 1411,"3,324 - Immediate",$1.02000,1,Cut Tape (CT) Alternate Packaging,T494,Active,22µF,±10%,6.3V,Molded,600 mOhm,-55°C ~ 125°C,2000 Hrs @ 125°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-11978-1-ND,T490T476M010ATE1K0,KEMET,CAP TAN 47UF 20% 10V 3528-12,"4,869 - Immediate",$1.05000,1,Cut Tape (CT) Alternate Packaging,T490,Active,47µF,±20%,10V,Molded,1 Ohm,-55°C ~ 40°C,1000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.047"" (1.20mm)",-,T,-,General Purpose,-
399-3729-1-ND,T491B686M006AT,KEMET,CAP TANT 68UF 6.3V 20% 1411,"50,509 - Immediate",$1.05000,1,Cut Tape (CT) Alternate Packaging,T491,Active,68µF,±20%,6.3V,Molded,900 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-3710-1-ND,T491B107M006AT,KEMET,CAP TANT 100UF 6.3V 20% 1411,"29,367 - Immediate",$1.05000,1,Cut Tape (CT) Alternate Packaging,T491,Active,100µF,±20%,6.3V,Molded,3 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-3726-1-ND,T491B476M010AT,KEMET,CAP TANT 47UF 10V 20% 1411,"8,049 - Immediate",$1.05000,1,Cut Tape (CT) Alternate Packaging,T491,Active,47µF,±20%,10V,Molded,1 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-9721-1-ND,T491B106M025AT,KEMET,CAP TANT 10UF 25V 20% 1411,"6,729 - Immediate",$1.05000,1,Cut Tape (CT) Alternate Packaging,T491,Active,10µF,±20%,25V,Molded,3 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-10147-1-ND,T491B336M016AT,KEMET,CAP TANT 33UF 16V 20% 1411,"3,770 - Immediate",$1.05000,1,Cut Tape (CT) Alternate Packaging,T491,Active,33µF,±20%,16V,Molded,2.1 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,1411 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,-,General Purpose,-
399-8336-1-ND,T491C106M035AT,KEMET,CAP TANT 10UF 35V 20% 2312,"32,073 - Immediate",$0.82000,1,Cut Tape (CT) Alternate Packaging,T491,Active,10µF,±20%,35V,Molded,1.6 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-8333-1-ND,T491C106K035AT,KEMET,CAP TANT 10UF 35V 10% 2312,"27,688 - Immediate",$0.82000,1,Cut Tape (CT) Alternate Packaging,T491,Active,10µF,±10%,35V,Molded,1.6 Ohm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
399-8339-1-ND,T491C107M006AT,KEMET,CAP TANT 100UF 6.3V 20% 2312,"26,231 - Immediate",$0.82000,1,Cut Tape (CT) Alternate Packaging,T491,Active,100µF,±20%,6.3V,Molded,900 mOhm,-55°C ~ 125°C,2000 Hrs @ 85°C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,-,General Purpose,-
